Longitud,Latitud,weighted_adjusted_score
4.92107,48.62405,0.25
4.94261,48.62499,0.25
4.9358,48.62964,0.25
4.93343,48.64933,0.25
4.90034,48.62124,0.25
4.92862,48.64216,0.25
4.97399,48.62706,0.25
4.94287,48.64839,0.25
4.99078,48.62601,0.25
4.95124,48.64324,0.25
4.9309,48.64346,0.25
4.93309,48.65375,0.25
5.35011,48.03611,0.25
5.35011,48.03611,0.25
5.32223,48.02847,0.25
5.32223,48.02847,0.25
5.3493,48.03802,0.25
5.3493,48.03802,0.25
5.34986,48.03629,0.25
5.34986,48.03629,0.25
5.35196,48.03548,0.25
5.35196,48.03548,0.25
6.07596,48.82841,0.25
6.11703,48.81218,0.25
6.09445,48.81577,0.25
6.09445,48.81577,0.25
6.2667,48.63711,0.125
6.2667,48.63711,0.125
6.2667,48.63711,0.125
6.25601,48.6413,0.125
6.25601,48.6413,0.125
6.25601,48.6413,0.125
6.2623,48.47133,0.125
6.2623,48.47133,0.125
6.2623,48.47133,0.125
6.26732,48.64055,0.125
6.26732,48.64055,0.125
6.26732,48.64055,0.125
6.26746,48.64035,0.125
6.26746,48.64035,0.125
6.26746,48.64035,0.125
6.2623,48.47133,0.125
6.2623,48.47133,0.125
6.2623,48.47133,0.125
6.17798,48.68879,0.125
6.17798,48.68879,0.25
6.17798,48.68879,0.125
6.17798,48.68879,0.25
6.19918,48.69732,0.125
6.19918,48.69732,0.25
6.19918,48.69732,0.125
6.19918,48.69732,0.25
6.17798,48.68879,0.125
6.17798,48.68879,0.25
6.17798,48.68879,0.125
6.17798,48.68879,0.25
6.20393,48.68739,0.125
6.20393,48.68739,0.25
6.20393,48.68739,0.125
6.20393,48.68739,0.25
6.17798,48.68879,0.125
6.17798,48.68879,0.25
6.17798,48.68879,0.125
6.17798,48.68879,0.25
6.1936,48.69944,0.125
6.1936,48.69944,0.25
6.1936,48.69944,0.125
6.1936,48.69944,0.25
6.19185,48.68903,0.125
6.19185,48.68903,0.25
6.19185,48.68903,0.125
6.19185,48.68903,0.25
6.2021,48.68555,0.125
6.2021,48.68555,0.25
6.2021,48.68555,0.125
6.2021,48.68555,0.25
6.20645,48.67595,0.125
6.20645,48.67595,0.25
6.20645,48.67595,0.125
6.20645,48.67595,0.25
6.20185,48.68479,0.125
6.20185,48.68479,0.25
6.20185,48.68479,0.125
6.20185,48.68479,0.25
6.19601,48.68988,0.125
6.19601,48.68988,0.25
6.19601,48.68988,0.125
6.19601,48.68988,0.25
6.20316,48.69787,0.125
6.20316,48.69787,0.25
6.20316,48.69787,0.125
6.20316,48.69787,0.25
6.20401,48.68501,0.125
6.20401,48.68501,0.25
6.20401,48.68501,0.125
6.20401,48.68501,0.25
5.96864,49.25345,0.25
5.93837,49.24204,0.25
5.97553,49.25063,0.25
5.96821,49.2531,0.25
5.97553,49.25063,0.25
5.97553,49.25063,0.25
5.96821,49.2531,0.25
6.13017,48.78735,0.25
6.13017,48.78735,0.125
6.13509,48.7873,0.25
6.13509,48.7873,0.125
6.12794,48.78794,0.25
6.12794,48.78794,0.125
6.13246,48.78658,0.25
6.13246,48.78658,0.125
6.13754,48.78677,0.25
6.13754,48.78677,0.125
6.13894,48.78759,0.25
6.13894,48.78759,0.125
6.19355,48.64665,0.25
6.20076,48.65008,0.25
5.73592,49.49441,0.25
5.73735,49.50941,0.25
5.73189,49.50113,0.25
5.71424,49.50747,0.25
5.80773,49.54078,0.125
5.81114,49.5369,0.125
2.41908,48.91662,0.25
2.41908,48.91662,0.25
2.41908,48.91662,0.25
2.41908,48.91662,0.25
2.41908,48.91662,0.25
2.42076,48.90436,0.25
2.42076,48.90436,0.25
2.42076,48.90436,0.25
2.42076,48.90436,0.25
2.42076,48.90436,0.25
2.42463,48.90425,0.25
2.42463,48.90425,0.25
2.42463,48.90425,0.25
2.42463,48.90425,0.25
2.42463,48.90425,0.25
2.42294,48.90793,0.25
2.42294,48.90793,0.25
2.42294,48.90793,0.25
2.42294,48.90793,0.25
2.42294,48.90793,0.25
2.43504,48.90385,0.25
2.43504,48.90385,0.25
2.43504,48.90385,0.25
2.43504,48.90385,0.25
2.43504,48.90385,0.25
2.44378,48.90721,0.25
2.44378,48.90721,0.25
2.44378,48.90721,0.25
2.44378,48.90721,0.25
2.44378,48.90721,0.25
2.45256,48.90334,0.25
2.45256,48.90334,0.25
2.45256,48.90334,0.25
2.45256,48.90334,0.25
2.45256,48.90334,0.25
2.43588,48.90335,0.25
2.43588,48.90335,0.25
2.43588,48.90335,0.25
2.43588,48.90335,0.25
2.43588,48.90335,0.25
2.42914,48.90693,0.25
2.42914,48.90693,0.25
2.42914,48.90693,0.25
2.42914,48.90693,0.25
2.42914,48.90693,0.25
2.43566,48.90391,0.25
2.43566,48.90391,0.25
2.43566,48.90391,0.25
2.43566,48.90391,0.25
2.43566,48.90391,0.25
2.42813,48.90108,0.25
2.42813,48.90108,0.25
2.42813,48.90108,0.25
2.42813,48.90108,0.25
2.42813,48.90108,0.25
2.44854,48.90571,0.25
2.44854,48.90571,0.25
2.44854,48.90571,0.25
2.44854,48.90571,0.25
2.44854,48.90571,0.25
2.42434,48.89601,0.25
2.42434,48.89601,0.25
2.42434,48.89601,0.25
2.42434,48.89601,0.25
2.42434,48.89601,0.25
5.36683,49.14779,0.25
5.36683,49.14779,0.25
5.34005,49.14818,0.25
5.34005,49.14818,0.25
5.31603,49.13767,0.25
5.31603,49.13767,0.25
5.31302,49.13645,0.25
5.31302,49.13645,0.25
5.37677,49.16561,0.25
5.37677,49.16561,0.25
5.36683,49.14779,0.25
5.36683,49.14779,0.25
5.42431,49.16588,0.25
5.42431,49.16588,0.25
5.3214,49.13896,0.25
5.3214,49.13896,0.25
6.17052,48.71373,0.125
6.17432,48.7118,0.125
6.1431,48.71262,0.125
5.78014,49.54112,0.125
5.78014,49.54112,0.125
5.7972,49.54436,0.125
5.78259,49.55754,0.125
6.1503,48.64889,0.25
6.1827,48.65731,0.25
6.17731,48.65294,0.25
6.16709,48.65703,0.25
6.1849,48.65978,0.25
6.18388,48.65849,0.25
6.10496,48.60886,0.25
6.10878,48.61325,0.25
6.11141,48.77214,0.25
6.13591,48.78245,0.25
6.11141,48.77214,0.25
6.13454,48.77783,0.25
6.23681,49.37497,0.125
6.22256,49.37877,0.125
6.23681,49.37497,0.125
6.2266,49.37269,0.125
6.22256,49.37151,0.125
6.23681,49.37497,0.125
5.87487,49.46005,0.125
5.87419,49.45655,0.125
7.08899,49.10526,0.25
7.08899,49.10526,0.125
7.08899,49.10526,0.125
7.08899,49.10526,0.125
7.08772,49.10068,0.25
7.08772,49.10068,0.125
7.08772,49.10068,0.125
7.08772,49.10068,0.125
7.10784,49.10947,0.25
7.10784,49.10947,0.125
7.10784,49.10947,0.125
7.10784,49.10947,0.125
7.06055,49.10843,0.25
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.08706,49.10328,0.25
7.08706,49.10328,0.125
7.08706,49.10328,0.125
7.08706,49.10328,0.125
7.11478,49.11439,0.25
7.11478,49.11439,0.125
7.11478,49.11439,0.125
7.11478,49.11439,0.125
7.09358,49.10459,0.25
7.09358,49.10459,0.125
7.09358,49.10459,0.125
7.09358,49.10459,0.125
7.10465,49.10441,0.25
7.10465,49.10441,0.125
7.10465,49.10441,0.125
7.10465,49.10441,0.125
7.06055,49.10843,0.25
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.25
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.25
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.11535,49.11454,0.25
7.11535,49.11454,0.125
7.11535,49.11454,0.125
7.11535,49.11454,0.125
7.06055,49.10843,0.25
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.09419,49.10839,0.25
7.09419,49.10839,0.125
7.09419,49.10839,0.125
7.09419,49.10839,0.125
7.0922,49.10533,0.25
7.0922,49.10533,0.125
7.0922,49.10533,0.125
7.0922,49.10533,0.125
7.10194,49.11593,0.25
7.10194,49.11593,0.125
7.10194,49.11593,0.125
7.10194,49.11593,0.125
7.08992,49.10544,0.25
7.08992,49.10544,0.125
7.08992,49.10544,0.125
7.08992,49.10544,0.125
7.10372,49.10975,0.25
7.10372,49.10975,0.125
7.10372,49.10975,0.125
7.10372,49.10975,0.125
7.06055,49.10843,0.25
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.07159,49.11442,0.25
7.07159,49.11442,0.125
7.07159,49.11442,0.125
7.07159,49.11442,0.125
7.06055,49.10843,0.25
7.06055,49.10843,0.125
7.06055,49.10843,0.125
7.06055,49.10843,0.125
5.75868,49.52127,0.125
5.76345,49.51001,0.125
5.76634,49.52034,0.125
5.76634,49.52034,0.125
6.5714,48.56612,0.25
6.5714,48.56612,0.25
6.5714,48.56612,0.25
6.5714,48.56612,0.25
6.5714,48.56612,0.25
5.99421,49.2225,0.125
6.20478,49.35307,0.125
6.20478,49.35307,0.25
6.21634,49.3566,0.125
6.21634,49.3566,0.25
6.21293,49.37281,0.125
6.21293,49.37281,0.25
6.22232,49.3553,0.125
6.22232,49.3553,0.25
6.20388,49.3682,0.125
6.20388,49.3682,0.25
6.20907,49.37022,0.125
6.20907,49.37022,0.25
6.17823,49.34056,0.125
6.17823,49.34056,0.25
5.58251,48.76868,0.25
5.58196,48.76914,0.25
5.57158,48.7544,0.25
5.55042,48.73954,0.25
5.55042,48.73954,0.25
5.55042,48.73954,0.25
5.18752,49.48551,0.125
5.19941,49.4959,0.125
5.17387,49.49567,0.125
6.10248,49.36245,0.25
6.08655,49.35502,0.25
6.1042,49.35782,0.25
6.14067,49.37174,0.25
6.15613,49.33863,0.25
6.14952,49.37431,0.25
6.14067,49.37174,0.25
6.15939,49.34799,0.25
6.10005,49.36493,0.25
6.17348,49.35519,0.25
6.09901,49.39425,0.25
6.14067,49.37174,0.25
6.08977,49.35061,0.25
6.17701,49.3647,0.25
6.10251,49.36072,0.25
6.16295,49.3432,0.25
5.24186,48.60247,0.125
5.24995,48.59962,0.125
5.32824,49.38143,0.25
7.38192,48.98759,0.125
7.38005,48.97478,0.125
6.1193,49.25626,0.25
6.13404,49.25604,0.25
6.13497,49.25471,0.25
6.15242,49.26735,0.25
6.14646,49.26296,0.25
6.14464,49.26626,0.25
6.12363,49.2566,0.25
6.05492,49.22806,0.25
6.06116,49.21747,0.25
6.13404,49.25604,0.25
6.13368,49.25922,0.25
6.11344,49.26325,0.25
6.1374,49.2439,0.25
6.08128,49.07566,0.125
6.08476,49.08038,0.125
6.01593,49.08866,0.125
6.08372,49.07962,0.125
6.08802,49.08219,0.125
6.14276,49.12394,0.125
6.16132,49.22203,0.125
6.16098,49.2201,0.125
6.15052,49.20377,0.125
6.15608,49.23632,0.125
6.16139,49.22353,0.125
6.15108,49.20371,0.125
6.15431,49.19889,0.125
6.15016,49.19836,0.125
6.16101,49.22013,0.125
6.1559,49.20526,0.125
6.48707,49.18301,0.125
6.48707,49.18301,0.25
6.46779,49.17857,0.125
6.46779,49.17857,0.25
6.53093,49.17239,0.125
6.53093,49.17239,0.25
6.49665,49.17499,0.125
6.49665,49.17499,0.25
6.49665,49.17499,0.125
6.49665,49.17499,0.25
6.50044,49.19981,0.125
6.50044,49.19981,0.25
6.71921,48.82137,0.125
6.71921,48.82137,0.25
6.71921,48.82137,0.25
6.71921,48.82137,0.25
6.71846,48.80895,0.125
6.71846,48.80895,0.25
6.71846,48.80895,0.25
6.71846,48.80895,0.25
6.71376,48.81448,0.125
6.71376,48.81448,0.25
6.71376,48.81448,0.25
6.71376,48.81448,0.25
6.72163,48.8231,0.125
6.72163,48.8231,0.25
6.72163,48.8231,0.25
6.72163,48.8231,0.25
6.72503,48.82348,0.125
6.72503,48.82348,0.25
6.72503,48.82348,0.25
6.72503,48.82348,0.25
6.71957,48.82261,0.125
6.71957,48.82261,0.25
6.71957,48.82261,0.25
6.71957,48.82261,0.25
6.26181,49.33437,0.25
6.2698,49.3386,0.25
6.07282,49.32818,0.25
6.09771,49.33218,0.25
6.0508,49.3337,0.25
6.08238,49.35224,0.25
6.14912,49.06577,0.25
6.13536,49.05307,0.25
6.14725,49.07804,0.25
6.24479,49.10767,0.25
6.24479,49.10767,0.25
6.24479,49.10767,0.25
6.24479,49.10767,0.25
6.24561,49.10691,0.25
6.24561,49.10691,0.25
6.24561,49.10691,0.25
6.24561,49.10691,0.25
6.24217,49.10748,0.25
6.24217,49.10748,0.25
6.24217,49.10748,0.25
6.24217,49.10748,0.25
6.18424,49.13956,0.25
6.18424,49.13956,0.25
6.18424,49.13956,0.25
6.18424,49.13956,0.25
6.23868,49.10932,0.25
6.23868,49.10932,0.25
6.23868,49.10932,0.25
6.23868,49.10932,0.25
6.23616,49.11678,0.25
6.23616,49.11678,0.25
6.23616,49.11678,0.25
6.23616,49.11678,0.25
6.18783,49.14071,0.25
6.18783,49.14071,0.25
6.18783,49.14071,0.25
6.18783,49.14071,0.25
6.19366,49.13961,0.25
6.19366,49.13961,0.25
6.19366,49.13961,0.25
6.19366,49.13961,0.25
6.18832,49.12973,0.25
6.18832,49.12973,0.25
6.18832,49.12973,0.25
6.18832,49.12973,0.25
6.18919,49.08741,0.25
6.18919,49.08741,0.25
6.18919,49.08741,0.25
6.18919,49.08741,0.25
6.2497,49.10722,0.25
6.2497,49.10722,0.25
6.2497,49.10722,0.25
6.2497,49.10722,0.25
6.17271,49.14062,0.25
6.17271,49.14062,0.25
6.17271,49.14062,0.25
6.17271,49.14062,0.25
6.18602,49.11023,0.25
6.18602,49.11023,0.25
6.18602,49.11023,0.25
6.18602,49.11023,0.25
6.19277,49.13978,0.25
6.19277,49.13978,0.25
6.19277,49.13978,0.25
6.19277,49.13978,0.25
6.18761,49.14184,0.25
6.18761,49.14184,0.25
6.18761,49.14184,0.25
6.18761,49.14184,0.25
6.19199,49.14132,0.25
6.19199,49.14132,0.25
6.19199,49.14132,0.25
6.19199,49.14132,0.25
6.16318,49.12639,0.25
6.16318,49.12639,0.25
6.16318,49.12639,0.25
6.16318,49.12639,0.25
6.18395,49.12855,0.25
6.18395,49.12855,0.25
6.18395,49.12855,0.25
6.18395,49.12855,0.25
6.24004,49.11699,0.25
6.24004,49.11699,0.25
6.24004,49.11699,0.25
6.24004,49.11699,0.25
6.171,49.10594,0.25
6.171,49.10594,0.25
6.171,49.10594,0.25
6.171,49.10594,0.25
6.19105,49.14111,0.25
6.19105,49.14111,0.25
6.19105,49.14111,0.25
6.19105,49.14111,0.25
6.24384,49.1132,0.25
6.24384,49.1132,0.25
6.24384,49.1132,0.25
6.24384,49.1132,0.25
6.1755,49.09228,0.25
6.1755,49.09228,0.25
6.1755,49.09228,0.25
6.1755,49.09228,0.25
6.17256,49.11651,0.25
6.17256,49.11651,0.25
6.17256,49.11651,0.25
6.17256,49.11651,0.25
6.18602,49.11023,0.25
6.18602,49.11023,0.25
6.18602,49.11023,0.25
6.18602,49.11023,0.25
6.18535,49.13884,0.25
6.18535,49.13884,0.25
6.18535,49.13884,0.25
6.18535,49.13884,0.25
6.18465,49.1382,0.25
6.18465,49.1382,0.25
6.18465,49.1382,0.25
6.18465,49.1382,0.25
6.17021,49.13723,0.25
6.17021,49.13723,0.25
6.17021,49.13723,0.25
6.17021,49.13723,0.25
6.95731,49.08883,0.125
6.17877,49.25948,0.25
6.16397,49.25997,0.25
6.17262,49.26205,0.25
6.17262,49.26205,0.25
6.17262,49.26205,0.25
6.1606,49.25748,0.25
6.17921,49.26545,0.25
6.17442,49.25984,0.25
6.65744,48.93625,0.25
6.64496,48.94013,0.25
6.65326,48.941,0.25
6.04592,49.23292,0.125
6.04592,49.23292,0.25
6.04592,49.23292,0.125
6.02892,49.23182,0.125
6.02892,49.23182,0.25
6.02892,49.23182,0.125
6.03659,49.24978,0.125
6.03659,49.24978,0.25
6.03659,49.24978,0.125
6.0318,49.24777,0.125
6.0318,49.24777,0.25
6.0318,49.24777,0.125
7.10061,48.71586,0.25
7.12208,48.71183,0.25
6.40691,48.2478,0.125
6.40691,48.2478,0.125
6.42933,48.24912,0.125
6.40904,48.2675,0.125
6.40691,48.2478,0.125
6.40691,48.2478,0.125
6.40691,48.2478,0.125
6.43209,48.2465,0.125
6.40571,48.25553,0.125
6.40224,48.25781,0.125
6.40691,48.2478,0.125
6.43149,48.24904,0.125
7.19908,48.71003,0.25
7.19908,48.71003,0.25
7.17748,48.72234,0.25
7.17748,48.72234,0.25
7.35633,48.9876,0.125
6.68208,49.20843,0.25
6.68208,49.20843,0.125
6.69491,49.21436,0.25
6.69491,49.21436,0.125
6.70794,49.18463,0.25
6.70794,49.18463,0.125
6.70776,49.19203,0.25
6.70776,49.19203,0.125
6.68308,49.21077,0.25
6.68308,49.21077,0.125
6.69024,49.18957,0.25
6.69024,49.18957,0.125
6.69387,49.1924,0.25
6.69387,49.1924,0.125
6.69485,49.18954,0.25
6.69485,49.18954,0.125
6.69959,49.18631,0.25
6.69959,49.18631,0.125
6.68208,49.20843,0.25
6.68208,49.20843,0.125
6.7026,49.18632,0.25
6.7026,49.18632,0.125
6.84107,49.14034,0.25
0.91049,45.42101,0.25
0.90902,45.43082,0.25
0.9061,45.44429,0.25
1.28872,45.43382,0.25
0.92631,45.42444,0.25
0.92187,45.42721,0.25
6.02579,49.15353,0.25
-0.73601,44.70955,0.25
-0.73601,44.70955,0.25
-0.73601,44.70955,0.25
-0.72878,44.70765,0.25
-0.72878,44.70765,0.25
-0.72878,44.70765,0.25
-0.74099,44.71185,0.25
-0.74099,44.71185,0.25
-0.74099,44.71185,0.25
-0.72299,44.76472,0.25
-0.72299,44.76472,0.25
-0.72299,44.76472,0.25
-0.73137,44.75741,0.25
-0.73137,44.75741,0.25
-0.73137,44.75741,0.25
-0.71896,44.76278,0.25
-0.71896,44.76278,0.25
-0.71896,44.76278,0.25
-0.75496,44.7098,0.25
-0.75496,44.7098,0.25
-0.75496,44.7098,0.25
-0.73968,44.69526,0.25
-0.73968,44.69526,0.25
-0.73968,44.69526,0.25
-0.75411,44.70768,0.25
-0.75411,44.70768,0.25
-0.75411,44.70768,0.25
-0.7155,44.76646,0.25
-0.7155,44.76646,0.25
-0.7155,44.76646,0.25
-0.75423,44.71449,0.25
-0.75423,44.71449,0.25
-0.75423,44.71449,0.25
-0.71967,44.76508,0.25
-0.71967,44.76508,0.25
-0.71967,44.76508,0.25
-0.7561,44.71549,0.25
-0.7561,44.71549,0.25
-0.7561,44.71549,0.25
-0.75005,44.71247,0.25
-0.75005,44.71247,0.25
-0.75005,44.71247,0.25
-0.75435,44.71454,0.25
-0.75435,44.71454,0.25
-0.75435,44.71454,0.25
-0.71226,44.7279,0.25
-0.71226,44.7279,0.25
-0.71226,44.7279,0.25
-0.74809,44.69205,0.25
-0.74809,44.69205,0.25
-0.74809,44.69205,0.25
-0.72796,44.72372,0.25
-0.72796,44.72372,0.25
-0.72796,44.72372,0.25
-0.73175,44.71433,0.25
-0.73175,44.71433,0.25
-0.73175,44.71433,0.25
-0.76312,44.73947,0.25
-0.76312,44.73947,0.25
-0.76312,44.73947,0.25
-0.72078,44.76249,0.25
-0.72078,44.76249,0.25
-0.72078,44.76249,0.25
-0.7561,44.71549,0.25
-0.7561,44.71549,0.25
-0.7561,44.71549,0.25
-0.68932,44.7502,0.25
-0.68932,44.7502,0.25
-0.68932,44.7502,0.25
-0.71791,44.76615,0.25
-0.71791,44.76615,0.25
-0.71791,44.76615,0.25
-0.76031,44.70956,0.25
-0.76031,44.70956,0.25
-0.76031,44.70956,0.25
-0.74315,44.71408,0.25
-0.74315,44.71408,0.25
-0.74315,44.71408,0.25
-0.69378,44.77423,0.25
-0.69378,44.77423,0.25
-0.69378,44.77423,0.25
-0.71801,44.76575,0.25
-0.71801,44.76575,0.25
-0.71801,44.76575,0.25
-0.7122,44.72776,0.25
-0.7122,44.72776,0.25
-0.7122,44.72776,0.25
-0.81547,44.73781,0.25
-0.81547,44.73781,0.25
-0.81547,44.73781,0.25
-0.7247,44.7612,0.25
-0.7247,44.7612,0.25
-0.7247,44.7612,0.25
-0.72131,44.81142,0.25
-0.72131,44.81142,0.125
-0.72131,44.81142,0.25
-0.72131,44.81142,0.25
-0.72131,44.81142,0.25
-0.68453,44.83341,0.25
-0.68453,44.83341,0.125
-0.68453,44.83341,0.25
-0.68453,44.83341,0.25
-0.68453,44.83341,0.25
-0.68148,44.84902,0.25
-0.68148,44.84902,0.125
-0.68148,44.84902,0.25
-0.68148,44.84902,0.25
-0.68148,44.84902,0.25
-0.67629,44.85271,0.25
-0.67629,44.85271,0.125
-0.67629,44.85271,0.25
-0.67629,44.85271,0.25
-0.67629,44.85271,0.25
-0.71276,44.84217,0.25
-0.71276,44.84217,0.125
-0.71276,44.84217,0.25
-0.71276,44.84217,0.25
-0.71276,44.84217,0.25
-0.69349,44.84688,0.25
-0.69349,44.84688,0.125
-0.69349,44.84688,0.25
-0.69349,44.84688,0.25
-0.69349,44.84688,0.25
-0.61402,44.82324,0.25
-0.61402,44.82324,0.125
-0.61402,44.82324,0.25
-0.61402,44.82324,0.25
-0.61402,44.82324,0.25
-0.65478,44.83061,0.25
-0.65478,44.83061,0.125
-0.65478,44.83061,0.25
-0.65478,44.83061,0.25
-0.65478,44.83061,0.25
-0.67752,44.8459,0.25
-0.67752,44.8459,0.125
-0.67752,44.8459,0.25
-0.67752,44.8459,0.25
-0.67752,44.8459,0.25
-0.68453,44.83341,0.25
-0.68453,44.83341,0.125
-0.68453,44.83341,0.25
-0.68453,44.83341,0.25
-0.68453,44.83341,0.25
-0.72261,44.84177,0.25
-0.72261,44.84177,0.125
-0.72261,44.84177,0.25
-0.72261,44.84177,0.25
-0.72261,44.84177,0.25
-0.70898,44.84785,0.25
-0.70898,44.84785,0.125
-0.70898,44.84785,0.25
-0.70898,44.84785,0.25
-0.70898,44.84785,0.25
-0.65527,44.82954,0.25
-0.65527,44.82954,0.125
-0.65527,44.82954,0.25
-0.65527,44.82954,0.25
-0.65527,44.82954,0.25
-0.65732,44.82903,0.25
-0.65732,44.82903,0.125
-0.65732,44.82903,0.25
-0.65732,44.82903,0.25
-0.65732,44.82903,0.25
-0.68905,44.8464,0.25
-0.68905,44.8464,0.125
-0.68905,44.8464,0.25
-0.68905,44.8464,0.25
-0.68905,44.8464,0.25
-0.69939,44.83353,0.25
-0.69939,44.83353,0.125
-0.69939,44.83353,0.25
-0.69939,44.83353,0.25
-0.69939,44.83353,0.25
-0.68453,44.83341,0.25
-0.68453,44.83341,0.125
-0.68453,44.83341,0.25
-0.68453,44.83341,0.25
-0.68453,44.83341,0.25
-0.68888,44.84835,0.25
-0.68888,44.84835,0.125
-0.68888,44.84835,0.25
-0.68888,44.84835,0.25
-0.68888,44.84835,0.25
-0.62274,44.83133,0.25
-0.62274,44.83133,0.125
-0.62274,44.83133,0.25
-0.62274,44.83133,0.25
-0.62274,44.83133,0.25
-0.66494,44.83401,0.25
-0.66494,44.83401,0.125
-0.66494,44.83401,0.25
-0.66494,44.83401,0.25
-0.66494,44.83401,0.25
-0.72639,44.80951,0.25
-0.72639,44.80951,0.125
-0.72639,44.80951,0.25
-0.72639,44.80951,0.25
-0.72639,44.80951,0.25
-0.67562,44.85782,0.25
-0.67562,44.85782,0.125
-0.67562,44.85782,0.25
-0.67562,44.85782,0.25
-0.67562,44.85782,0.25
-0.67497,44.85216,0.25
-0.67497,44.85216,0.125
-0.67497,44.85216,0.25
-0.67497,44.85216,0.25
-0.67497,44.85216,0.25
-0.72506,44.83364,0.25
-0.72506,44.83364,0.125
-0.72506,44.83364,0.25
-0.72506,44.83364,0.25
-0.72506,44.83364,0.25
-0.74095,44.8373,0.25
-0.74095,44.8373,0.125
-0.74095,44.8373,0.25
-0.74095,44.8373,0.25
-0.74095,44.8373,0.25
-0.68453,44.83341,0.25
-0.68453,44.83341,0.125
-0.68453,44.83341,0.25
-0.68453,44.83341,0.25
-0.68453,44.83341,0.25
-0.6709,44.83716,0.25
-0.6709,44.83716,0.125
-0.6709,44.83716,0.25
-0.6709,44.83716,0.25
-0.6709,44.83716,0.25
-0.68112,44.8505,0.25
-0.68112,44.8505,0.125
-0.68112,44.8505,0.25
-0.68112,44.8505,0.25
-0.68112,44.8505,0.25
-0.68426,44.84174,0.25
-0.68426,44.84174,0.125
-0.68426,44.84174,0.25
-0.68426,44.84174,0.25
-0.68426,44.84174,0.25
-0.67756,44.8263,0.25
-0.67756,44.8263,0.125
-0.67756,44.8263,0.25
-0.67756,44.8263,0.25
-0.67756,44.8263,0.25
6.78252,47.89048,0.25
6.752,47.88746,0.25
6.76437,47.87682,0.25
6.55398,48.02316,0.25
6.55597,48.03321,0.25
6.5667,48.02743,0.25
6.57775,48.0272,0.25
6.56194,48.01616,0.25
6.55597,48.03321,0.25
6.55666,48.01365,0.25
6.94955,48.45699,0.125
6.6194,48.14798,0.25
6.62061,48.14594,0.25
6.62229,48.14873,0.25
-1.07185,44.76654,0.25
-1.06624,44.7624,0.25
-1.07388,44.7659,0.25
-1.06983,44.76483,0.25
-1.09858,44.74173,0.25
-1.10916,44.74524,0.25
6.42728,48.19869,0.125
6.42081,48.21047,0.125
6.42552,48.19911,0.125
6.4424,48.21385,0.125
6.42838,48.20756,0.125
6.43568,48.21029,0.125
6.43803,48.21046,0.125
6.42452,48.20758,0.125
6.42332,48.198,0.125
6.41226,48.20632,0.125
6.4236,48.21051,0.125
6.42985,48.20727,0.125
6.37097,48.31749,0.125
6.37097,48.31749,0.125
6.37097,48.31749,0.25
6.37079,48.31876,0.125
6.37079,48.31876,0.125
6.37079,48.31876,0.25
6.39292,48.30163,0.125
6.39292,48.30163,0.125
6.39292,48.30163,0.25
6.82848,48.41043,0.125
6.85555,48.39429,0.125
6.86438,48.40935,0.125
6.86248,48.40933,0.125
6.82724,48.40696,0.125
6.86979,48.40479,0.125
6.86446,48.40918,0.125
6.41781,48.05148,0.25
6.35291,48.05728,0.25
6.40963,48.04996,0.25
6.40288,47.98613,0.25
6.97096,48.26511,0.125
6.97168,48.26567,0.125
6.98293,48.26563,0.125
6.97172,48.27303,0.125
5.88749,48.18973,0.25
5.89925,48.18744,0.25
5.90188,48.17616,0.25
5.90073,48.18586,0.25
5.86688,48.1893,0.25
6.13526,48.31186,0.25
6.11483,48.2914,0.25
6.09824,48.29403,0.25
6.43269,47.97241,0.25
6.40753,47.99483,0.25
1.06341,45.12981,0.25
1.08645,45.15213,0.25
1.06986,45.14091,0.25
1.06919,45.14376,0.25
1.07118,45.14046,0.25
1.06341,45.12981,0.25
1.07118,45.14046,0.25
0.75168,45.37288,0.25
0.74222,45.36171,0.25
0.76164,45.37385,0.25
0.7679,45.37703,0.25
0.56676,44.85507,0.25
0.53017,44.85502,0.25
0.58211,44.85563,0.25
1.23368,44.8713,0.25
1.23862,44.87237,0.25
1.23076,44.87507,0.25
1.20298,44.90311,0.25
1.24264,44.89343,0.25
1.24527,44.86867,0.25
1.23418,44.87555,0.25
0.23913,44.84088,0.25
0.23913,44.84088,0.25
0.23596,44.82489,0.25
0.23596,44.82489,0.25
0.23193,44.83363,0.25
0.23193,44.83363,0.25
0.23833,44.8403,0.25
0.23833,44.8403,0.25
0.22262,44.83536,0.25
0.22262,44.83536,0.25
0.16057,45.03141,0.25
0.1725,44.99215,0.25
0.17552,45.01658,0.25
0.12043,45.03253,0.25
0.15041,45.01372,0.25
0.16047,45.03022,0.25
0.17409,45.04841,0.25
0.6929,44.8371,0.125
0.69737,44.83506,0.125
-0.55844,44.85905,0.25
-0.55844,44.85905,0.125
-0.55844,44.85905,0.25
