code_activite_icpe,origine_pollution,type_pollution,produits,etat_site,code_insee
H13,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,27563
,Liquidation ou cessation d'activité,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,27229
K35,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,27537
J51,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,27448
B17,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,27051
K5,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt de produits divers, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,27268
K35,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,27268
K52,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,27165
B12,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,27504
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,27493
D13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28023
D72,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28054
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Dépôt de produits divers, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
D38,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28140
D72,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28251
D13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28007
J1,Pollution due au fonctionnement de l'installation,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28085
D72,Liquidation ou cessation d'activité,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28113
K35,Dépôt sauvage de déchets,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
H11,Origine accidentelle,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
H13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28218
D71,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28088
H11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
D36,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28422
K35,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28422
D13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28218
J1,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28051
J1,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28088
J1,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28227
D21,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28415
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28348
M1,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28298
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28226
H13,Liquidation ou cessation d'activité,"Dépôt de produits divers, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28357
H13,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28357
D36,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28014
D36,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28394
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28168
K22,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28405
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28140
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28218
H1,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28015
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28085
H11,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28404
C,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28196
H11,Liquidation ou cessation d'activité,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28404
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28089
C23,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28061
D62,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28051
D38,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28404
D72,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28061
G13,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28015
D6,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28051
D72,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28227
D33,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28387
H1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28387
L23,Pollution due au fonctionnement de l'installation,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28404
H,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28280
K31,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28280
K36,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28127
D13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28161
H,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28380
K35,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28134
H17,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28051
D62,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28140
H11,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28364
D63,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28140
,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28371
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28404
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28085
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28140
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28023
D13,Autre,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28173
G15,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28279
C1,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28373
H2,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28135
M1,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28218
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28302
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28394
M1,Pollution due au fonctionnement de l'installation,"Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,28015
H,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28168
J3,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28425
J5,Liquidation ou cessation d'activité,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
D2,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28324
J1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28007
K21,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28191
,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28085
L23,Origine accidentelle,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28214
K,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28325
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28007
K31,Liquidation ou cessation d'activité,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28088
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,28134
,Dépôt sauvage de déchets,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28120
H15,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,28218
,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29019
K36,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt aérien, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29019
D13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29019
K5,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29220
K5,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29174
K31,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29192
K3,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29019
D13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29019
K2,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,29006
