nom site,indicator,Organisme,code zas,Zas,code site,type d'implantation,Polluant,type d'influence,Réglementaire,type d'évaluation,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
IFS Caen sud,0.1397260273972602,ATMO NORMANDIE,FR28ZAR02,ZAR CAEN,FR21019,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,76.4,76.425,µg-m3,100.0,100,100.0,A,1,49.15167,-0.352778
La Cerlangue,0.0,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05081,Rurale près des villes,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,0.4,0.35,µg-m3,100.0,100,100.0,A,1,49.504036,0.411594
La Coulonche MERA,0.1616438356164383,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR21050,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,75.2,75.2,µg-m3,100.0,100,100.0,A,1,48.645,-0.458333
Le Havre Ec. Herriot,0.1315068493150684,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05074,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,80.9,80.85,µg-m3,100.0,100,100.0,A,1,49.48963,0.100703
Le Havre Lafaurie-montant,0.0684931506849315,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05089,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,15.0,14.9875,µg-m3,100.0,100,100.0,A,1,49.500187,0.110903
Le Havre Massillon,0.0082191780821917,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05078,Urbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,24.3,24.3,µg-m3,100.0,100,100.0,R,1,49.4983,0.142706
Le Havre ville-haute,0.1753424657534246,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05090,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,82.3,82.325,µg-m3,100.0,100,100.0,A,1,49.514686,0.100645
Lillebonne,0.0028653295128939,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05085,Urbaine,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,15.7,15.7,µg-m3,100.0,100,100.0,A,1,49.512146,0.539036
Lisieux,0.147945205479452,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR21021,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.5,71.525,µg-m3,100.0,100,100.0,A,1,49.147224,0.227222
Maison Parc Brotonne,0.2307692307692307,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR05087,Rurale régionale,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,10.0,10.2666666667,µg-m3,38.0,100,38.0,N,-1,49.498295,0.758833
Mesnil Esnard,0.1424657534246575,ATMO NORMANDIE,FR28ZAG01,ZAG ROUEN,FR25040,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,76.6,76.6,µg-m3,100.0,100,100.0,A,1,49.40619,1.15515
NDGravenchon Pasteur,0.0547945205479452,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05084,Urbaine,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,53.7,53.725,µg-m3,100.0,100,100.0,A,1,49.493332,0.571853
Ouistreham,0.1315068493150684,ATMO NORMANDIE,FR28ZAR02,ZAR CAEN,FR21017,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,76.5,76.5,µg-m3,100.0,100,100.0,A,1,49.289444,-0.257778
Petit-Quevilly Sud 3,0.1735537190082644,ATMO NORMANDIE,FR28ZAG01,ZAG ROUEN,FR25054,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,12.0,12.2833333333,µg-m3,100.0,100,100.0,A,1,49.4341639,1.067052778
Quillebeuf Phare,0.0225352112676056,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05056,Rurale près des villes,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,1.8,1.775,µg-m3,100.0,100,100.0,A,1,49.47372,0.526158
Rogerville Mairie,0.0,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05080,Périurbaine,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,5.0,4.95,µg-m3,100.0,100,100.0,A,1,49.50362,0.266872
Rouen Proxi Quai de Paris,0.0958904109589041,ATMO NORMANDIE,FR28ZAG01,ZAG ROUEN,FR25053,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,44.9,44.85,µg-m3,100.0,100,100.0,R,1,49.436699,1.098838
Saint-Lô Eglise,0.1178082191780822,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR21040,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,77.4,77.425,µg-m3,100.0,100,100.0,A,1,49.11639,-1.084722
Sainte Adresse,0.0027548209366391,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05072,Urbaine,SO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,1.9,1.875,µg-m3,100.0,100,100.0,A,1,49.50386,0.084614
St Romain de Colbosc,0.1058823529411764,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05010,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,74.7,74.675,µg-m3,100.0,100,100.0,A,1,49.528927,0.358733
Tancarville Mairie,0.0056179775280898,ATMO NORMANDIE,FR28ZAR01,ZAR LE-HAVRE,FR05069,Rurale près des villes,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,1.4,1.4,µg-m3,100.0,100,100.0,A,1,49.487682,0.451756
Touques,0.0958904109589041,ATMO NORMANDIE,FR28ZRE02,ZR NORMANDIE,FR05082,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,70.5,70.45,µg-m3,100.0,100,100.0,A,1,49.348,0.109253
AIRVAULT - Stade Laillé,0.1532567049808429,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09304,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,94.7,94.65,µg-m3,96.0,100,96.0,R,1,46.823796,-0.135634
AIRVAULT 3,0.0306122448979591,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09304,Périurbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,48.9,48.875,µg-m3,100.0,100,100.0,A,1,46.823796,-0.135634
AMBES,0.1978021978021978,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31010,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,50.7,50.725,µg-m3,100.0,100,100.0,R,1,45.014777,-0.533942
ANGLET,0.0712328767123287,ATMO NOUVELLE-AQUITAINE,FR75ZAG02,ZAG BAYONNE,FR31017,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,13.0,13.25,µg-m3,100.0,100,100.0,A,1,43.494041,-1.528753
ANGOULEME-GAMBETTA,0.0958904109589041,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09106,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,16.0,16.425,µg-m3,100.0,100,100.0,A,1,45.651464,0.162391
Aytré,0.1671232876712328,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09008,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,22.0,22.0833333333,µg-m3,100.0,100,100.0,A,1,46.135134,-1.117086
BASSENS,0.2410958904109589,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31007,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,51.3,51.25,µg-m3,100.0,100,100.0,A,1,44.900296,-0.515835
BILLERE,0.2383561643835616,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31013,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,10.7625,µg-m3,100.0,100,100.0,A,1,43.310797,-0.391543
BORDEAUX-BASTIDE,0.0465753424657534,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31003,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,17.0,17.1166666667,µg-m3,100.0,100,100.0,A,1,44.849647,-0.544995
BRIVE - Dalton,0.1534246575342465,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35004,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.2,72.225,µg-m3,100.0,100,100.0,R,1,45.158738,1.537259
Biarritz-hippodrome,0.1726027397260274,ATMO NOUVELLE-AQUITAINE,FR75ZAG02,ZAG BAYONNE,FR31043,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.6,78.575,µg-m3,100.0,100,100.0,R,1,43.470237,-1.553876
Bordeaux_GAUTIER,0.0931506849315068,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31045,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,22.0,22.0583333333,µg-m3,100.0,100,100.0,A,1,44.833825,-0.598525
DAX,0.231578947368421,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31036,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.9,72.875,µg-m3,100.0,100,100.0,A,1,43.704643,-1.038557
GRAND PARC,0.210958904109589,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31001,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,17.0,17.4583333333,µg-m3,100.0,100,100.0,A,1,44.86121,-0.58037
GUERET - Nicolas,0.1561643835616438,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35005,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,75.6,75.625,µg-m3,100.0,100,100.0,R,1,46.17362,1.873024
LA NOUAILLE - MERA,0.1483679525222551,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35012,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,74.8,74.775,µg-m3,100.0,100,100.0,A,1,45.80509,2.062333
LABASTIDE CEZERACQ,0.1616438356164383,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31021,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,81.0,80.95,µg-m3,100.0,100,100.0,A,1,43.376279,-0.538206
LACQ,0.0851648351648351,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31020,Rurale près des villes,NO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,19.6,19.55,µg-m3,100.0,100,100.0,R,1,43.41123,-0.617728
LAGOR,0.032069970845481,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31022,Rurale près des villes,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,67.5,67.5,µg-m3,100.0,100,100.0,R,1,43.409857,-0.673155
LE TEMPLE,0.184065934065934,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31008,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.2,60.175,µg-m3,100.0,100,100.0,R,1,44.86581,-0.94
LIMOGES - Aine,0.0575342465753424,ATMO NOUVELLE-AQUITAINE,FR75ZAR01,ZAR LIMOGES,FR35010,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,15.0,14.5083333333,µg-m3,100.0,100,100.0,A,1,45.829975,1.254772
LIMOGES - BERLAND,0.1671232876712328,ATMO NOUVELLE-AQUITAINE,FR75ZAR01,ZAR LIMOGES,FR35027,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.7,68.65,µg-m3,100.0,100,100.0,A,1,45.842204,1.259689
La Pallice3 LR,0.0483383685800604,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09203,Urbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,24.0,24.3958333333,µg-m3,100.0,100,100.0,A,1,46.161632,-1.211229
Les Couronneries,0.1589041095890411,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09015,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.5,65.5,µg-m3,100.0,100,100.0,A,1,46.586958,0.358458
MARMANDE,0.0491329479768786,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31040,Périurbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,21.0,20.7416666667,µg-m3,100.0,100,100.0,A,1,44.508782,0.142695
MASLACQ,0.0674846625766871,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31023,Rurale près des villes,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,70.5,70.525,µg-m3,96.0,100,96.0,R,1,43.436455,-0.695041
MERIGNAC,0.0301369863013698,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31006,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,13.0,13.4208333333,µg-m3,100.0,100,100.0,A,1,44.841373,-0.651068
MONT DE MARSAN,0.0328947368421052,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31041,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,15.0,14.8708333333,µg-m3,100.0,100,100.0,A,1,43.8961,-0.491403
MONT-DE-MARSAN - MIDOUZE,0.170807453416149,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31055,Urbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,61.6,61.625,µg-m3,38.0,100,38.0,N,-1,43.888972,-0.507028
MOURENX,0.0082191780821917,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31024,Rurale près des villes,NO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,10.8,10.8,µg-m3,96.0,100,96.0,R,1,43.377194,-0.610278
Niort - Tassigny,0.0445682451253481,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09305,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,19.0,19.1541666667,µg-m3,100.0,100,100.0,A,1,46.333881,-0.471878
Niort Venise,0.2191780821917808,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09303,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.8,67.8,µg-m3,100.0,100,100.0,A,1,46.320028,-0.482861
PALAIS S/ V.- Garros,0.1342465753424657,ATMO NOUVELLE-AQUITAINE,FR75ZAR01,ZAR LIMOGES,FR35007,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.0,66.025,µg-m3,100.0,100,100.0,A,1,45.873311,1.307916
PAU TOURASSE,0.0547945205479452,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31039,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,22.0,21.5166666667,µg-m3,100.0,100,100.0,A,1,43.311091,-0.352116
PERIGUEUX,0.2286501377410468,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31033,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,63.6,63.6,µg-m3,100.0,100,100.0,A,1,45.189825,0.727184
Poitiers Centre  Augouard,0.1643835616438356,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09404,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,63.7,63.7,µg-m3,100.0,100,100.0,R,1,46.583998,0.345582
Poitiers-Le Nain,0.077562326869806,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09403,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,18.0,17.9791666667,µg-m3,100.0,100,100.0,A,1,46.591231,0.34039
SAILLAT - Ipaper,0.0136986301369863,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35019,Rurale près des villes,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,15.0,15.1958333333,µg-m3,100.0,100,100.0,A,1,45.875834,0.823951
SAINT-CROUTS,0.1342465753424657,ATMO NOUVELLE-AQUITAINE,FR75ZAG02,ZAG BAYONNE,FR31016,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.3,78.275,µg-m3,100.0,100,100.0,R,1,43.47982,-1.489157
ST JUNIEN - Fontaine,0.1808219178082191,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35002,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.8,67.75,µg-m3,100.0,100,100.0,R,1,45.884851,0.898431
Square Pablo Casals,0.1589041095890411,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09103,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.9,60.85,µg-m3,100.0,100,100.0,A,1,45.647428,0.167162
TALENCE,0.2554945054945055,ATMO NOUVELLE-AQUITAINE,FR75ZAG01,ZAG BORDEAUX,FR31002,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,14.0,13.63,µg-m3,42.0,100,42.0,N,-1,44.800462,-0.589398
TARTAS Pelletrin,0.010958904109589,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR31026,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,14.0,13.575,µg-m3,100.0,100,100.0,A,1,43.838876,-0.81203
TULLE - Hugo,0.1452054794520547,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR35006,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.8,66.775,µg-m3,100.0,100,100.0,A,1,45.262665,1.762752
Zoodyssée Chizé,0.1424657534246575,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09302,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.6,68.6,µg-m3,96.0,100,96.0,R,1,46.143234,-0.395913
place de VERDUN,0.1018957345971564,ATMO NOUVELLE-AQUITAINE,FR75ZRE02,ZR NOUVELLE-AQUITAINE,FR09003,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,25.0,24.5708333333,µg-m3,100.0,100,100.0,A,1,46.162647,-1.153684
ALBI DELMAS,0.0054794520547945,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12026,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,18.0,18.2583333333,µg-m3,100.0,100,100.0,A,1,43.927769,2.145897
Agathois-piscénois,0.2630136986301369,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR08022,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,90.8,90.8,µg-m3,100.0,100,100.0,A,1,43.2875,3.50484
BELESTA EN LAURAGAIS,0.2,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12031,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,77.1,77.1,µg-m3,100.0,100,100.0,A,1,43.44139,1.821944
BESSIERES ECONOTRE,0.0,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12047,Rurale près des villes,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,21.0,20.8208333333,µg/m3,100.0,100,100.0,R,1,43.803139,1.595475
Biterrois-Narbonnais,0.2493150684931507,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR08023,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,80.9,80.9,µg-m3,100.0,100,100.0,R,1,43.4068,3.18878
CHAPITRE SETMI,0.0219780219780219,ATMO OCCITANIE,FR76ZAG01,ZAG TOULOUSE,FR12040,Urbaine,PM10,Industrielle,Oui,mesures indicatives,Moy. journalière,24.0,23.5333333333,µg-m3,100.0,100,100.0,A,1,43.556375,1.403964
DAURAT ST GAUDENS,0.0,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12016,Urbaine,SO2,Industrielle,Oui,mesures indicatives,Max. journalier moy. hor.,0.8,0.825,µg-m3,100.0,100,100.0,R,1,43.106156,0.71955
ECOLE M.JACQUIER,0.2410958904109589,ATMO OCCITANIE,FR76ZAG01,ZAG TOULOUSE,FR12004,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,22.0,22.2166666667,µg/m3,100.0,100,100.0,A,1,43.575694,1.418064
EISENHOWER SETMI,0.0191780821917808,ATMO OCCITANIE,FR76ZAG01,ZAG TOULOUSE,FR12039,Urbaine,PM10,Industrielle,Oui,mesures indicatives,Moy. journalière,24.0,23.8583333333,µg-m3,100.0,100,100.0,A,1,43.561581,1.393261
GAUDONVILLE,0.2032967032967033,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12029,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,63.4,63.4,µg-m3,100.0,100,100.0,A,1,43.883933,0.845617
Gard Rhodanien2,0.356353591160221,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR08209,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,69.0,69.025,µg-m3,100.0,100,100.0,R,1,43.9426,4.67958
LOURDES LAPACCA,0.2438356164383561,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12042,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,12.0,11.8666666667,µg-m3,100.0,100,100.0,A,1,43.096247,-0.040497
Lunel Viel,0.0520547945205479,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR08020,Périurbaine,PM10,Industrielle,Oui,mesures indicatives,Moy. journalière,26.0,26.4958333333,µg-m3,100.0,100,100.0,A,1,43.6758,4.08838
MIRAMONT,0.0,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12015,Urbaine,SO2,Industrielle,Oui,mesures indicatives,Max. journalier moy. hor.,1.9,1.875,µg-m3,100.0,100,100.0,R,1,43.093611,0.743611
Montauban,0.2821917808219178,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR50060,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,10.9125,µg/m3,100.0,100,100.0,A,1,44.01285657,1.37530522
Montpellier Chaptal,0.0083102493074792,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08003,Urbaine,NO2,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,11.9,11.875,µg-m3,100.0,100,100.0,R,1,43.611302,3.86626
Montpellier Liberté,0.5123287671232877,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR50225,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,31.0,30.5125,µg-m3,100.0,100,100.0,A,1,43.611606,3.827868
Montpellier Prés d'Arènes,0.16,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08016,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,26.0,25.7666666667,µg-m3,100.0,100,100.0,A,1,43.5915,3.88681
Montpellier Périurbaine Sud (Lattes),0.3232044198895027,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08017,Périurbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,83.4,83.375,µg-m3,96.0,100,96.0,R,1,43.5705,3.9118
Montpellier St Denis,0.0334261838440111,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08004,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,15.4,15.425,µg-m3,100.0,100,100.0,R,1,43.6051,3.87464
Montpellier St Gely,0.3013698630136986,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08018,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,79.7,79.675,µg-m3,100.0,100,100.0,A,1,43.6926,3.80021
Nimes Gauzy,0.3873626373626374,ATMO OCCITANIE,FR76ZAR02,ZAR NIMES,FR08614,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,23.0,23.3875,µg-m3,100.0,100,100.0,A,1,43.8344,4.3744
Nimes La Calmette,0.2986301369863013,ATMO OCCITANIE,FR76ZAR02,ZAR NIMES,FR08617,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.2,71.175,µg-m3,100.0,100,100.0,R,1,43.9254,4.26581
Nimes Planas,0.073972602739726,ATMO OCCITANIE,FR76ZAR02,ZAR NIMES,FR08616,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,31.0,30.5041666667,µg-m3,100.0,100,100.0,A,1,43.8299,4.36199
PEYRUSSE,0.1150684931506849,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12020,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,53.9,53.875,µg-m3,100.0,100,100.0,A,1,43.6287,0.179069
Perpignan Les Carmes,0.2876712328767123,ATMO OCCITANIE,FR76ZAR01,ZAR PERPIGNAN,FR08714,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,21.0,21.2708333333,µg-m3,100.0,100,100.0,A,1,42.6955,2.90053
Perpignan St Esteve,0.2527472527472527,ATMO OCCITANIE,FR76ZAR01,ZAR PERPIGNAN,FR08712,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,47.7,47.65,µg-m3,100.0,100,100.0,R,1,42.7198,2.83988
Perpignan bd Pyrénées,0.2219178082191781,ATMO OCCITANIE,FR76ZAR01,ZAR PERPIGNAN,FR50224,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,28.0,27.625,µg-m3,100.0,100,100.0,A,1,42.69587,2.888483
Pompignane,0.0630136986301369,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR08030,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,35.0,34.6208333333,µg/m3,100.0,100,100.0,A,1,43.6096,3.89878
Rodez,0.2465753424657534,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR12095,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,82.0,82.025,µg-m3,100.0,100,100.0,A,1,44.35699225,2.57070422
SICOVAL,0.2164383561643835,ATMO OCCITANIE,FR76ZAG01,ZAG TOULOUSE,FR12041,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,75.7,75.675,µg-m3,100.0,100,100.0,R,1,43.457306,1.571469
