nom site,indicator,Organisme,code zas,Zas,code site,type d'implantation,Polluant,type d'influence,Réglementaire,type d'évaluation,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
GAILLARD,0.3150684931506849,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR01,ZAR PAYS-DE-SAVOIE,FR33212,Urbaine,PM2.5,Fond,Oui,mesures indicatives,Moy. journalière,11.0,11.1291666667,µg-m3,100.0,100,100.0,A,1,46.19369,6.214858
GERLAND,0.2745098039215686,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20017,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,60.5,60.5,µg-m3,100.0,100,100.0,A,1,45.73529,4.829794
Grenoble Boulevards,0.0931506849315068,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG02,ZAG GRENOBLE,FR15046,Urbaine,PM10,Trafic,Oui,mesures indicatives,Moy. journalière,14.0,13.8083333333,µg-m3,100.0,100,100.0,A,1,45.18069,5.720625
Grenoble Les Frenes,0.2892561983471074,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG02,ZAG GRENOBLE,FR15043,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.2,71.225,µg-m3,100.0,100,100.0,A,1,45.1619,5.7356
Grenoble PeriurbSud,0.2602739726027397,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG02,ZAG GRENOBLE,FR15045,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.6,72.625,µg-m3,100.0,100,100.0,A,1,45.0578,5.6767
Gresivaudan Periurb,0.3945205479452054,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG02,ZAG GRENOBLE,FR15048,Périurbaine,PM2.5,Fond,Oui,mesures indicatives,Moy. journalière,13.0,12.5791666667,µg-m3,100.0,100,100.0,A,1,45.2797,5.8822
HAUT BEAUJOLAIS,0.1961325966850828,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR20049,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,86.2,86.15,µg-m3,100.0,100,100.0,A,1,45.96141,4.465711
Jardin Lecoq,0.2493150684931507,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG04,ZAG CLERMONT-FERRAND,FR07009,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,70.1,70.075,µg-m3,100.0,100,100.0,A,1,45.772167,3.0875
LA TALAUDIERE,0.2912087912087912,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG03,ZAG SAINT-ETIENNE,FR29439,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.3,68.275,µg-m3,100.0,100,100.0,A,1,45.481777,4.429667
LOVERCHY,0.2328767123287671,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR01,ZAR PAYS-DE-SAVOIE,FR33201,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,10.9625,µg-m3,100.0,100,100.0,A,1,45.89528,6.118333
LYON Centre,0.2939560439560439,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20062,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,27.0,26.9375,µg-m3,100.0,100,100.0,A,1,45.757732,4.854214
LYON TRAFIC JAURES,0.0657534246575342,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20070,Urbaine,PM10,Trafic,Oui,mesures indicatives,Moy. journalière,23.0,23.3375,µg-m3,100.0,100,100.0,A,1,45.7496944,4.84438888888888
La Léchère,0.0521978021978022,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR04,ZAR VALLEE-DE-LA-TARANTAISE,FR33122,Rurale près des villes,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,13.0,12.8625,µg-m3,33.0,100,33.0,N,-1,45.53583,6.471111
Le Puy-Causans,0.2362637362637362,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR07054,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,80.1,80.05,µg-m3,100.0,100,100.0,R,1,45.039001,3.887001
Les Ancizes,0.0,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR07028,Périurbaine,PM10,Industrielle,Oui,mesures indicatives,Moy. journalière,0.0,0.0,µg-m3,0.0,100,0.0,N,-1,45.929333,2.829806
Les Ménuires,0.5068027210884354,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR47127,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,91.9,91.85,µg-m3,50.0,100,50.0,N,-1,45.318773,6.57839
Lyon Périphérique,0.3406593406593406,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20069,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,18.0,18.1541666667,µg-m3,100.0,100,100.0,A,1,45.77482,4.898572
Maurienne Trafic,0.0,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR33113,Périurbaine,PM10,Trafic,Oui,mesures indicatives,Moy. journalière,5.0,4.7583333333,µg-m3,100.0,100,100.0,A,1,45.209364,6.480326
Montferrand,0.2486910994764398,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG04,ZAG CLERMONT-FERRAND,FR07004,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,72.0,71.975,µg-m3,100.0,100,100.0,R,1,45.79728,3.113833
Montluçon,0.210958904109589,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR07058,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,72.5,72.525,µg-m3,100.0,100,100.0,A,1,46.340723,2.593945
Moulins Centre,0.2569060773480663,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR07057,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.0,71.975,µg-m3,100.0,100,100.0,A,1,46.5619722,3.34063888888888
NOVEL,0.219941348973607,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR01,ZAR PAYS-DE-SAVOIE,FR33202,Urbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,46.0,46.025,µg-m3,100.0,100,100.0,A,1,45.916943,6.135556
PASSY,0.465564738292011,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR03,ZAR VALLEE-DE-L-ARVE,FR33220,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,50.3,50.325,µg-m3,100.0,100,100.0,A,1,45.92361,6.713611
PASTEUR,0.273972602739726,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR01,ZAR PAYS-DE-SAVOIE,FR33101,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,13.0,12.575,µg-m3,100.0,100,100.0,A,1,45.56472,5.928333
Paray le Fresil,0.2203856749311294,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR07022,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.3,68.3,µg-m3,100.0,100,100.0,A,1,46.652668,3.600667
Pays du Mezenc,0.2520547945205479,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR07056,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.8,71.8,µg-m3,96.0,100,96.0,A,1,44.98377,4.226006
Plateau de Bonnevaux,0.3415977961432507,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR27010,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,76.8,76.775,µg-m3,100.0,100,100.0,R,1,45.4609,5.181081
RIVE DE GIER,0.0356164383561643,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG03,ZAG SAINT-ETIENNE,FR29429,Périurbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,22.0,21.6291666667,µg-m3,100.0,100,100.0,A,1,45.533424,4.623939
ROANNE,0.1890410958904109,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR29423,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,58.8,58.825,µg-m3,100.0,100,100.0,A,1,46.04111,4.074656
ROCHES DE CONDRIEU,0.3095890410958904,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR27003,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.5,72.45,µg-m3,100.0,100,100.0,A,1,45.454517,4.766528
ROUSSILLON,0.2692307692307692,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR02,ZAR VALLEE-DU-RHONE,FR27002,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,72.3,72.325,µg-m3,100.0,100,100.0,A,1,45.36782,4.805147
Rageade,0.2396694214876033,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR07031,Rurale régionale,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,80.5,80.475,µg-m3,100.0,100,100.0,A,1,45.10472,3.277361
Riom Périurbaine,0.2465753424657534,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG04,ZAG CLERMONT-FERRAND,FR07061,Périurbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,60.3,60.325,µg-m3,100.0,100,100.0,A,1,45.89674,3.122254
Rocade Sud Eybens,0.1178082191780822,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG02,ZAG GRENOBLE,FR15053,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,18.0,18.375,µg-m3,100.0,100,100.0,A,1,45.15467,5.74523
Romans-sur-Isère,0.3506849315068493,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR02,ZAR VALLEE-DU-RHONE,FR36019,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,10.8375,µg-m3,100.0,100,100.0,A,1,45.0425,5.0443
Royat Périurbaine,0.2569060773480663,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG04,ZAG CLERMONT-FERRAND,FR07060,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,80.4,80.35,µg-m3,100.0,100,100.0,R,1,45.764111,3.046111
SAINT ETIENNE SUD,0.2892561983471074,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG03,ZAG SAINT-ETIENNE,FR29424,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,68.8,68.8,µg-m3,100.0,100,100.0,A,1,45.42009,4.395422
SAINT EXUPERY,0.3543956043956044,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20048,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,70.9,70.925,µg-m3,100.0,100,100.0,A,1,45.7533,5.0722
SAINT JEAN,0.273972602739726,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR33111,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,59.4,59.35,µg-m3,100.0,100,100.0,A,1,45.274723,6.349722
SAINT-CHAMOND,0.3287671232876712,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG03,ZAG SAINT-ETIENNE,FR29426,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,74.1,74.1,µg-m3,100.0,100,100.0,R,1,45.475327,4.515003
ST ETIENNE BD URBAIN ,0.2054794520547945,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG03,ZAG SAINT-ETIENNE,FR29441,Urbaine,PM10,Trafic,Oui,mesures indicatives,Moy. journalière,21.0,20.5916666667,µg-m3,100.0,100,100.0,A,1,45.4479806,4.388763889
ST FONS CENTRE,0.0,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20031,Périurbaine,PM10,Industrielle,Oui,mesures indicatives,Moy. journalière,22.0,22.4333333333,µg-m3,100.0,100,100.0,A,1,45.7078,4.8644
Sablons,0.297752808988764,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR02,ZAR VALLEE-DU-RHONE,FR27005,Périurbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,72.6,72.6,µg-m3,100.0,100,100.0,A,1,45.321845,4.770702
Saint Bauzile CEC,0.0178571428571428,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR36007,Rurale régionale,SO2,Industrielle,Oui,estimation objective,Max. journalier moy. hor.,5.3,5.3,µg-m3,100.0,100,100.0,R,1,44.675938,4.673586
St Germain/Rhône,0.2410958904109589,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR33302,Rurale près des villes,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,55.6,55.625,µg-m3,100.0,100,100.0,A,1,46.072224,5.820833
St Martin d'Heres,0.2904109589041095,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG02,ZAG GRENOBLE,FR15038,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,74.6,74.575,µg-m3,100.0,100,100.0,A,1,45.1828,5.7531
TERNAY,0.3518005540166205,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20037,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,76.1,76.05,µg-m3,100.0,100,100.0,A,1,45.6019,4.8022
VAULX EN VELIN,0.2986301369863013,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20046,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,71.4,71.4,µg-m3,100.0,100,100.0,A,1,45.7789,4.9247
Valence Périurb. Sud,0.3205479452054794,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR02,ZAR VALLEE-DU-RHONE,FR36001,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,61.0,60.95,µg-m3,100.0,100,100.0,R,1,44.870243,4.876289
Valence Urb. Centre,0.1698630136986301,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAR02,ZAR VALLEE-DU-RHONE,FR36002,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,11.0166666667,µg-m3,100.0,100,100.0,A,1,44.933514,4.893481
Vichy,0.1900826446280991,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR07059,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,73.7,73.7,µg-m3,100.0,100,100.0,A,1,46.130431,3.425694
Villefranche Centre ,0.234159779614325,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG01,ZAG LYON,FR20077,Urbaine,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,59.6,59.55,µg-m3,100.0,100,100.0,A,1,45.990112,4.715566
Voiron Urbain,0.25,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZAG02,ZAG GRENOBLE,FR15018,Urbaine,PM10,Fond,Oui,mesures indicatives,Moy. journalière,22.0,22.0041666667,µg-m3,100.0,100,100.0,A,1,45.360176,5.589419
Auxerre,0.2493150684931507,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR26019,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.4,78.4,µg-m3,100.0,100,100.0,A,1,47.800575,3.576189
Baume-les-Dames,0.0328767123287671,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82070,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,49.5,49.475,µg/m3,100.0,100,100.0,A,1,47.351288,6.359722
Belfort Octroi,0.0164835164835164,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR01,ZAR BELFORT-MONTBELIARD,FR82020,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,53.4,53.425,µg-m3,100.0,100,100.0,A,1,47.640667,6.859278
Besancon Mégevand,0.0137362637362637,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR03,ZAR BESANCON,FR82001,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,11.7,11.675,µg-m3,100.0,100,100.0,A,1,47.235973,6.023611
Besancon Prevoyance,0.2884615384615384,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR03,ZAR BESANCON,FR82006,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.8,72.825,µg-m3,100.0,100,100.0,A,1,47.2474,6.015419
Chalon Centre Ville,0.0821917808219178,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR04,ZAR CHALON,FR32001,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,21.0,21.4833333333,µg-m3,100.0,100,100.0,A,1,46.782311,4.847322
Champforgueil,0.212707182320442,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR04,ZAR CHALON,FR32002,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.4,64.375,µg-m3,100.0,100,100.0,A,1,46.821056,4.835083
Chatenois,0.0054794520547945,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82043,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,16.0,16.4375,µg-m3,100.0,100,100.0,A,1,47.14725,5.556117
Daix,0.2644628099173554,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR02,ZAR DIJON,FR26010,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.3,71.3,µg-m3,100.0,100,100.0,A,1,47.3456,5.002377
Dambenois Citoyen,0.2219178082191781,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR01,ZAR BELFORT-MONTBELIARD,FR82012,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.3,64.25,µg-m3,100.0,100,100.0,A,1,47.538193,6.868361
Damparis,0.0,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82042,Rurale près des villes,NO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,11.6,11.6,µg-m3,100.0,100,100.0,A,1,47.06564,5.415028
Dijon Ardennes,0.0301369863013698,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR02,ZAR DIJON,FR26094,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,19.0,19.2125,µg-m3,100.0,100,100.0,A,1,47.351367,5.070706
Dijon Péjoces,0.2362637362637362,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR02,ZAR DIJON,FR26005,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,21.0,21.1708333333,µg-m3,100.0,100,100.0,A,1,47.307368,5.065881
Dijon Trémouille,0.0301369863013698,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR02,ZAR DIJON,FR26014,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,17.0,17.0208333333,µg-m3,100.0,100,100.0,A,1,47.325744,5.041056
Dole centre,0.2438356164383561,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82040,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,70.3,70.325,µg-m3,100.0,100,100.0,A,1,47.09672,5.496389
Lons-le-Saunier CV,0.2904109589041095,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82050,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,76.0,76.0,µg-m3,100.0,100,100.0,A,1,46.671321,5.55662
Macon Paul Bert,0.273972602739726,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR32006,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,74.8,74.75,µg-m3,100.0,100,100.0,A,1,46.316172,4.839994
Montandon Baresans,0.1671309192200557,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82030,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,78.8,78.775,µg-m3,100.0,100,100.0,A,1,47.29464,6.825861
Montbéliard centre,0.2356164383561644,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR01,ZAR BELFORT-MONTBELIARD,FR82010,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,21.0,20.65,µg-m3,100.0,100,100.0,R,1,47.510307,6.794
Montceau-les-Mines 9me écluse,0.2314049586776859,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR32005,Urbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,41.2,41.2,µg-m3,100.0,100,100.0,A,1,46.678785,4.366893
Montfaucon,0.2825484764542936,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR03,ZAR BESANCON,FR82005,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,77.7,77.65,µg-m3,100.0,100,100.0,A,1,47.23461,6.076472
Morvan,0.2354570637119113,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR26012,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,75.3,75.325,µg-m3,100.0,100,100.0,A,1,47.274762,4.099476
Nevers,0.1726027397260274,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR26017,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.0,67.95,µg-m3,100.0,100,100.0,A,1,46.996828,3.171092
Sens,0.0105263157894736,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR26016,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,57.2,57.2,µg-m3,54.0,100,54.0,N,-1,48.200436,3.2773
Tavaux,0.0,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82041,Rurale près des villes,NO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,1.1,1.05,µg-m3,100.0,100,100.0,A,1,47.04261,5.400897
Vesoul Pres Caillet,0.2672176308539944,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82060,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.4,71.375,µg-m3,100.0,100,100.0,A,1,47.620022,6.157642
Atton,0.0,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR01016,Rurale près des villes,NO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,24.2,24.2,µg-m3,100.0,100,100.0,A,1,48.886387,6.093611
BETHENY,0.1726027397260274,ATMO GRAND EST,FR44ZAR01,ZAR REIMS,FR14010,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,59.5,59.475,µg-m3,100.0,100,100.0,R,1,49.28222,4.051111
Belleville sur Meuse,0.0328767123287671,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR01065,Urbaine,NO2,Trafic,Oui,mesures indicatives,Max. journalier moy. hor.,45.1,45.125,µg-m3,100.0,100,100.0,A,1,49.16778,5.387461
C.C.3 Frontières,0.0027777777777777,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16060,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,52.0,52.1708333333,µg-m3,100.0,100,100.0,A,1,47.594913,7.568175
CHALONS,0.1643835616438356,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14022,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,59.6,59.6,µg-m3,100.0,100,100.0,R,1,48.962223,4.36
CHARLEVILLE,0.1863013698630137,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14051,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,56.5,56.45,µg-m3,100.0,100,100.0,R,1,49.745277,4.719167
Capitainerie,0.1671232876712328,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR14029,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,62.2,62.225,µg-m3,100.0,100,100.0,A,1,48.7266,4.594781
Chalampé,0.0027397260273972,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16059,Rurale près des villes,NO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,49.7,49.675,µg-m3,100.0,100,100.0,A,1,47.820248,7.538683
Colmar Centre,0.0082191780821917,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16054,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,20.0,20.1791666667,µg-m3,100.0,100,100.0,A,1,48.074642,7.350667
Colmar Sud,0.2602739726027397,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16064,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,55.7,55.675,µg-m3,96.0,100,96.0,A,1,48.065414,7.333139
DOUMER,0.1150684931506849,ATMO GRAND EST,FR44ZAR01,ZAR REIMS,FR14011,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,14.0,13.6666666667,µg-m3,100.0,100,100.0,A,1,49.250732,4.023064
Donon Vosges Moyennes 2,0.1945205479452054,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR16302,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.7,73.7,µg-m3,100.0,100,100.0,A,1,48.492992,7.1298
Ecole de Carling(9),0.011049723756906,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR22009,Périurbaine,PM10,Industrielle,Oui,mesures indicatives,Moy. journalière,14.0,14.2,µg-m3,100.0,100,100.0,A,1,49.165726,6.716886
Epinal,0.1671232876712328,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR30019,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.5,60.5,µg-m3,100.0,100,100.0,A,1,48.17278,6.452811
Fléville,0.0082191780821917,ATMO GRAND EST,FR44ZAG03,ZAG NANCY,FR30021,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,16.0,15.8583333333,µg-m3,100.0,100,100.0,A,1,48.621502,6.194922
Frolois,0.010958904109589,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR30027,Urbaine,PM10,Industrielle,Oui,mesures indicatives,Moy. journalière,18.0,17.8625,µg-m3,100.0,100,100.0,A,1,48.565445,6.129578
